file_path,file_name,language
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0450_OPORD-contribution.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0450_OPORD-contribution.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0451_JCO-Contribution.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0451_JCO-Contribution.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0452_CONPLAN-Contribution.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0452_CONPLAN-Contribution.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0453_COP-Contribution.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0453_COP-Contribution.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0454_FRAGO-Contribution.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0454_FRAGO-Contribution.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0455_DOWNREP-Contribution.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0455_DOWNREP-Contribution.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0456_ASSESSREP-Contribution.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0456_ASSESSREP-Contribution.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0457_LOGASSESSREP-Contribution.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0457_LOGASSESSREP-Contribution.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0458_LOGASSISTANCE-REQ-RESP.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0458_LOGASSISTANCE-REQ-RESP.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0459_LOGUPDATE.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0459_LOGUPDATE.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0460_MOVSITREP.doc.txt","Archives coalition\confederation\J4 LOG\SOPs\Coalition-FHQ_SOP_CJ4_F0460_MOVSITREP.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J4 LOG\Wiki Log.docx.txt","Archives coalition\confederation\J4 LOG\Wiki Log.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\170420_CFD_J5_MILIT MASCAL.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\170420_CFD_J5_MILIT MASCAL.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\20170419_CFD_J5_Branchplan Man Island Support.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\20170419_CFD_J5_Branchplan Man Island Support.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\20170419_CFD_J5_Branchplan Strategic Reserve Activation 1.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\20170419_CFD_J5_Branchplan Strategic Reserve Activation 1.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\20170419_CFD_J5_Branchplan Strategic Reserve Activation.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\20170419_CFD_J5_Branchplan Strategic Reserve Activation.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\20170419_CFD_J5_BranchPlan_Civ Mass Casualties.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\20170419_CFD_J5_BranchPlan_Civ Mass Casualties.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\20170419_CFD_J5_BranchPlan_Refuel.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\20170419_CFD_J5_BranchPlan_Refuel.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\20170421_CFD_J5_BranchPlan_strike in MONT_CIMB.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\20170421_CFD_J5_BranchPlan_strike in MONT_CIMB.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\20170423_CFD_J5_BranchPlan_restore humanitarian situation in caen.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\20170423_CFD_J5_BranchPlan_restore humanitarian situation in caen.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\20170425_fiche Res Strat.docx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\20170425_fiche Res Strat.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\20170426_CFD_J5_BranchplanDTC.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\20170426_CFD_J5_BranchplanDTC.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\20170427_CFD_J5_Branchplan_HOTO.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\20170427_CFD_J5_Branchplan_HOTO.pptx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\BRANCH PLAN Neutrality of Lenzin.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\BRANCH PLAN Neutrality of Lenzin.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\Indicators pour DTA Deter Transeinia Attack.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\Indicators pour DTA Deter Transeinia Attack.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\Théo 2.pptx.txt","Archives coalition\confederation\J5 PLANS\01_Plans\Théo 2.pptx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\Validés\170420_CFD_J5_MILIT MASCAL.pdf.txt","Archives coalition\confederation\J5 PLANS\01_Plans\Validés\170420_CFD_J5_MILIT MASCAL.pdf.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\Validés\20170419_CFD_J5_Branchplan Man Island Support.pdf.txt","Archives coalition\confederation\J5 PLANS\01_Plans\Validés\20170419_CFD_J5_Branchplan Man Island Support.pdf.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\Validés\20170419_CFD_J5_Branchplan Strategic Reserve Activation.pdf.txt","Archives coalition\confederation\J5 PLANS\01_Plans\Validés\20170419_CFD_J5_Branchplan Strategic Reserve Activation.pdf.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\Validés\20170419_CFD_J5_BranchPlan_Civ Mass Casualties.pdf.txt","Archives coalition\confederation\J5 PLANS\01_Plans\Validés\20170419_CFD_J5_BranchPlan_Civ Mass Casualties.pdf.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\01_Plans\Validés\20170419_CFD_J5_BranchPlan_Refuel.pdf.txt","Archives coalition\confederation\J5 PLANS\01_Plans\Validés\20170419_CFD_J5_BranchPlan_Refuel.pdf.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\02_Assessment\20170419_CFD_J5_Campaign-assessment.pptx.txt","Archives coalition\confederation\J5 PLANS\02_Assessment\20170419_CFD_J5_Campaign-assessment.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\02_Assessment\20170421 _ CFD _ J5 _ Indicateurs_DC.xlsx.csv","Archives coalition\confederation\J5 PLANS\02_Assessment\20170421 _ CFD _ J5 _ Indicateurs_DC.xlsx.csv",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\02_Assessment\20170421_AWG_process.pptx.txt","Archives coalition\confederation\J5 PLANS\02_Assessment\20170421_AWG_process.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\02_Assessment\20170427_CFD_J5_Campaign-assessment.pptx.txt","Archives coalition\confederation\J5 PLANS\02_Assessment\20170427_CFD_J5_Campaign-assessment.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\03_SAB\SAB - J5 - 220417.pptx.txt","Archives coalition\confederation\J5 PLANS\03_SAB\SAB - J5 - 220417.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\04_OPS DESIGN\170422_J5_OPS DESIGN - MOD.pptx.txt","Archives coalition\confederation\J5 PLANS\04_OPS DESIGN\170422_J5_OPS DESIGN - MOD.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\CONFEDERATION JCO 003 ENDURING PROTECTION version J5.docx.txt","Archives coalition\confederation\J5 PLANS\CONFEDERATION JCO 003 ENDURING PROTECTION version J5.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\J5 PLANS\J5_liste visites croisées.xlsx.csv","Archives coalition\confederation\J5 PLANS\J5_liste visites croisées.xlsx.csv",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\CCIR à jour.docx.txt","Archives coalition\confederation\JOC\CCIR à jour.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_COP\COP.pptx.txt","Archives coalition\confederation\JOC\JOC_COP\COP.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 12_2017.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 12_2017.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 17_2017.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 17_2017.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 18_2017.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 18_2017.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 19_2017.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 19_2017.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 20_2017.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 20_2017.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 23_2017.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 23_2017.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 36 _2017 MCC.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 36 _2017 MCC.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 42_2017 MCC.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP 42_2017 MCC.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP _53 MCC.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP _53 MCC.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_1_7_2017.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_1_7_2017.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_31.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_31.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_34.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_34.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_35.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_35.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_37 MCC.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_37 MCC.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_3_2017.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_3_2017.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_40 MCC.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_40 MCC.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_41.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_41.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_42.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_42.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_49.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_49.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_50.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_50.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_51 MCC.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_51 MCC.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_52 MCC.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_52 MCC.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_53.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_53.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_54.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_54.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_55 actualisé.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_55 actualisé.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_55.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_55.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_56.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_56.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_57.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_57.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_58.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\EVENTREP_58.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\Registre EVENTREP.xlsx.csv","Archives coalition\confederation\JOC\JOC_EVENT REPORT\Registre EVENTREP.xlsx.csv",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_EVENT REPORT\Suivi des pertes.docx.txt","Archives coalition\confederation\JOC\JOC_EVENT REPORT\Suivi des pertes.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_FRAGO\EDG_FRAGO 002.docx.txt","Archives coalition\confederation\JOC\JOC_FRAGO\EDG_FRAGO 002.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_FRAGO\EDG_FRAGO 003.docx.txt","Archives coalition\confederation\JOC\JOC_FRAGO\EDG_FRAGO 003.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_MEDEVAC\MEDEVAC1.docx.txt","Archives coalition\confederation\JOC\JOC_MEDEVAC\MEDEVAC1.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_MEDEVAC\MEDEVAC2.docx.txt","Archives coalition\confederation\JOC\JOC_MEDEVAC\MEDEVAC2.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_MEDEVAC\MEDEVAC3.docx.txt","Archives coalition\confederation\JOC\JOC_MEDEVAC\MEDEVAC3.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_MEDEVAC\MEDEVAC4.docx.txt","Archives coalition\confederation\JOC\JOC_MEDEVAC\MEDEVAC4.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_MEDEVAC\MEDEVAC5.docx.txt","Archives coalition\confederation\JOC\JOC_MEDEVAC\MEDEVAC5.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_MEDEVAC\TAUX OCCUPATION HOPITAUX.xlsx.csv","Archives coalition\confederation\JOC\JOC_MEDEVAC\TAUX OCCUPATION HOPITAUX.xlsx.csv",de
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_MODELES PRODUCTION\CFD_JOC_SAB.pptx.txt","Archives coalition\confederation\JOC\JOC_MODELES PRODUCTION\CFD_JOC_SAB.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_MODELES PRODUCTION\CFD_JOC_STORY BOARD.pptx.txt","Archives coalition\confederation\JOC\JOC_MODELES PRODUCTION\CFD_JOC_STORY BOARD.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_MODELES PRODUCTION\EDG_FRAGO template.docx.txt","Archives coalition\confederation\JOC\JOC_MODELES PRODUCTION\EDG_FRAGO template.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_MODELES PRODUCTION\JOC OUTPUTS.pptx.txt","Archives coalition\confederation\JOC\JOC_MODELES PRODUCTION\JOC OUTPUTS.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\20170419_SAB_JOC.pptx.txt","Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\20170419_SAB_JOC.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\20170420_SAB_JOC.pptx.txt","Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\20170420_SAB_JOC.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170421.pptx.txt","Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170421.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170422.pptx.txt","Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170422.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170423.pptx.txt","Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170423.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170424.pptx.txt","Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170424.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170425.pptx.txt","Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170425.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170426 v2.pptx.txt","Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170426 v2.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170426.pptx.txt","Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170426.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170427.pptx.txt","Archives coalition\confederation\JOC\JOC_SITUATION AWARENESS BRIEFING\CFD_JOC_SAB_20170427.pptx.txt",en
